study_ID,author_first,year,extracted,ecotype,family,species,species_iucn,species_phylo,origin,method,empty_bladder,mean_mass_g,dors_SA_cm2,vent_SA_cm2,D,lat,lon,skin_temp,t_skin_est,trt_temp,airflow_ml_s,airflow_cm_s,RH_perc,es_kPa,ea_kPa,VPD_kPa,duration_min,hydration,strategy,strategy2,days_cocoon,trait,response,trait_unit,mean,sd,se,sample_size,unit_corrected_mean,unit_corrected_sd,unit,r_s_mean,r_s_sd,r_s_se,pv_skin_g_ml_min,pv_air_g_ml_min,r_t,rw,Cp,p,r_b,r_s_est,Gr,v,calculated,notes,title,ref,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,mass change,yes,15.2,,16.74624972,,,,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,ug cm s,76.18,23.8,,9,274.248,85.68,mg cm h,,,,,,,,,,,,,,,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,mass change,yes,94.85,,57.86590755,,,,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,ug cm s,192.8,56.09,,10,694.08,201.924,mg cm h,,,,,,,,,,,,,,,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella schneideri,Rhinella diptycha,Rhinella_schneideri,wild,mass change,yes,78.48,,50.89837023,,,,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,ug cm s,223.55,56.77,,9,804.78,204.372,mg cm h,,,,,,,,,,,,,,,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Dendropsophus microps,Dendropsophus microps,Dendropsophus_microps,wild,water vapour,yes,0.55,3.837755537,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.28,0.11,,7,4.608,0.396,mg cm h,9.23,0.93,20.71,,,,,,,,9.23,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Scinax rizibilis,Ololygon rizibilis,Scinax_rizibilis,wild,water vapour,yes,0.72,4.726650085,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,2.53,0.64,,10,9.108,2.304,mg cm h,3.76,1.44,20.71,,,,,,,,3.76,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Scinax crospedospilus,Scinax crospedospilus,Scinax_crospedospilus,wild,water vapour,yes,1.25,7.242135759,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,2.19,0.04,,2,7.884,0.144,mg cm h,3.13,0.01,20.71,,,,,,,,3.13,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Scinax hayii,Scinax hayii,Scinax_hayii,wild,water vapour,yes,3.51,16.09540174,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.72,0.19,,10,6.192,0.684,mg cm h,4.42,0.74,20.71,,,,,,,,4.42,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Hypsiboas albopunctatus,Boana albopunctata,Hypsiboas_albopunctatus,wild,water vapour,yes,5.86,23.92630159,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.97,0.29,,9,7.092,1.044,mg cm h,2.54,0.72,20.71,,,,,,,,2.54,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Hypsiboas faber,Boana faber,Hypsiboas_faber,wild,water vapour,yes,38.25,102.110919,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.87,0.18,,10,6.732,0.648,mg cm h,3.34,0.63,20.71,,,,,,,,3.34,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Hypsiboas bischoffi,Boana bischoffi,Hypsiboas_bischoffi,wild,water vapour,yes,3.5,16.05992079,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.58,0.24,,8,5.688,0.864,mg cm h,5.6,1.57,20.71,,,,,,,,5.6,,,no,,,,,
112,Titon Jr,2015,Table 1,Arboreal,Hylidae,Hypsiboas polytaenius,Boana polytaenia,Hypsiboas_polytaenius,wild,water vapour,yes,1.12,6.652377824,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.72,0.33,,10,6.192,1.188,mg cm h,5.46,1.86,20.71,,,,,,,,5.46,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Odontophrynidae,Proceratophrys boiei,Proceratophrys boiei,Proceratophrys_boiei,wild,water vapour,yes,11.95,35.01001482,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.43,0.17,,10,5.148,0.612,mg cm h,2.35,0.39,20.71,,,,,,,,2.35,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Leptodactylidae,Leptodactylus notoaktites,Leptodactylus notoaktites,Leptodactylus_notoaktites,wild,water vapour,yes,12.09,30.39051829,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.45,0.22,,3,5.22,0.792,mg cm h,2.53,0.6,20.71,,,,,,,,2.53,,,no,,,,,
112,Titon Jr,2015,Table 1,Semi-aquatic,Leptodactylidae,Leptodactylus podicipinus,Leptodactylus podicipinus,Leptodactylus_podicipinus,wild,water vapour,yes,4.46,15.65473353,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,2.11,0.2,,7,7.596,0.72,mg cm h,1.7,0.35,20.71,,,,,,,,1.7,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Leptodactylidae,Physalaemus olfersii,Physalaemus olfersii,Physalaemus_olfersii,wild,water vapour,yes,2.96,11.91821945,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,1.95,0.16,,7,7.02,0.576,mg cm h,2.85,0.46,20.71,,,,,,,,2.85,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Leptodactylidae,Physalaemus spiniger,Physalaemus spiniger,Physalaemus_spiniger,wild,water vapour,yes,0.5,3.651429991,,,,,,22.84999967,25,5,0.151515152,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,2.61,0.5,,8,9.396,1.8,mg cm h,2.63,0.62,20.71,,,,,,,,2.63,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,water vapour,yes,15.2,33.49249945,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,,,,9,,,mg cm h,4.43,0.51,20.71,,,,,,,,4.43,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,water vapour,yes,94.85,115.7318151,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,,,,10,,,mg cm h,1.16,0.28,20.71,,,,,,,,1.16,,,no,,,,,
112,Titon Jr,2015,Table 1,Ground-dwelling,Bufonidae,Rhinella schneideri,Rhinella diptycha,Rhinella_schneideri,wild,water vapour,yes,78.48,101.7967405,,,,,,22.84999967,25,23,0.149350649,20,3.258157936,0.651631587,2.606526349,,,,,,water loss,evaporative water loss,ug cm s,,,,9,,,mg cm h,1.96,0.71,20.71,,,,,,,,1.96,,,no,,,,,
114,Bovo,2023,raw data,Arboreal,Hylidae,Boana faber,Boana faber,Hypsiboas_faber,wild,water vapour,yes,56.43252826,137.9478197,,,-23.364526,-44.826944,23.72173913,22.84999967,25,21.66,0.1367703,31.56934783,3.258157936,1.028579211,2.229578724,60,,,,,water loss,evaporative water loss,ug cm s,1.30565353,0.277504753,,46,4.700352706,0.99901711,mg cm h,5.683941304,2.334628836,,,,,,,,,5.683941304,,,no,867 m,Beyond Janzen’s Hypothesis: How Amphibians that Climb Tropical Mountains Respond to Climate Variation.,Bovo et al. 2023. Integrative Organismal Biology. Pending minor revision,,
114,Bovo,2023,raw data,Arboreal,Hylidae,Dendropsophus minutus,Dendropsophus minutus,Dendropsophus_minutus,wild,water vapour,yes,0.583328814,4.016435564,,,-23.364526,-44.826944,23.08644068,22.84999967,25,21.66,0.1367703,31.91745763,3.258157936,1.039921179,2.218236757,40,,,,,water loss,evaporative water loss,ug cm s,1.859837037,0.490216907,,59,6.695413333,1.764780865,mg cm h,4.190577778,2.228474957,,,,,,,,,4.190577778,,,no,717 m,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Leptodactylus latrans,Leptodactylus latrans,Leptodactylus_latrans,wild,water vapour,yes,104.1549042,127.3118074,,,-23.3362,-45.145917,23.35,22.84999967,25,21.66,0.1367703,31.33166667,3.258157936,1.020835184,2.237322752,60,,,,,water loss,evaporative water loss,ug cm s,1.965616667,0.309943864,,24,7.07622,1.11579791,mg cm h,1.190895833,1.123891078,,,,,,,,,1.190895833,,,no,713 m,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Leptodactylus_luctator,,,wild,water vapour,yes,118.2627273,138.5372454,,,-22.508533,-45.149167,22.58181818,22.84999967,25,21.66,0.1367703,32.19636364,3.258157936,1.049008377,2.209149559,60,,,,,water loss,evaporative water loss,ug cm s,1.598754545,0.159705663,,11,5.755516364,0.574940386,mg cm h,1.612872727,1.230597314,,,,,,,,,1.612872727,,,no,917 m,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Physalaemus cuvieri,Physalaemus cuvieri,Physalaemus_cuvieri,wild,water vapour,yes,1.450881579,7.416956224,,,-23.235556,-45.021944,22.13783784,22.84999967,25,21.66,0.1367703,32.09605263,3.258157936,1.045740086,2.21241785,40,,,,,water loss,evaporative water loss,ug cm s,2.649655,0.412002055,,38,9.538758,1.483207399,mg cm h,1.905569697,0.848794658,,,,,,,,,1.905569697,,,no,601 m,,,,
114,Bovo,2023,raw data,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,water vapour,yes,194.33925,188.1118986,,,-23.3362,-45.145917,23.13269231,22.84999967,25,21.66,0.1367703,31.60365385,3.258157936,1.029696956,2.22846098,60,,,,,water loss,evaporative water loss,ug cm s,1.672396154,0.381239411,,52,6.020626154,1.372461878,mg cm h,0.971677171,1.065295512,,,,,,,,,0.971677171,,,no,818 m,,,,
114,Bovo,2023,raw data,Arboreal,Hylidae,Boana faber,Boana faber,Hypsiboas_faber,wild,mass change,yes,56.43252826,,68.9732891,,,,,22.84999967,25,,,,,,,,94.73417205,,,,water gain,water uptake,ug cm s,93.70581364,47.09679388,,46,337.3409291,169.548458,mg cm h,,,,,,,,,,,,,,,,,,,
114,Bovo,2023,raw data,Arboreal,Hylidae,Dendropsophus minutus,Dendropsophus minutus,Dendropsophus_minutus,wild,mass change,yes,0.583328814,,2.008199708,,,,,22.84999967,25,,,,,,,,92.21851792,,,,water gain,water uptake,ug cm s,63.53297698,32.79690119,,59,228.7187171,118.0688443,mg cm h,,,,,,,,,,,,,,,,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Leptodactylus latrans,Leptodactylus latrans,Leptodactylus_latrans,wild,mass change,yes,104.1549042,,63.65533079,,,,,22.84999967,25,,,,,,,,98.25863118,,,,water gain,water uptake,ug cm s,75.43152353,41.49828825,,24,271.5534847,149.3938377,mg cm h,,,,,,,,,,,,,,,,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Leptodactylus_luctator,,,wild,mass change,yes,118.2627273,,69.26799926,,,,,22.84999967,25,,,,,,,,98.44316143,,,,water gain,water uptake,ug cm s,85.1749,39.69095719,,11,306.62964,142.8874459,mg cm h,,,,,,,,,,,,,,,,,,,
114,Bovo,2023,raw data,Semi-aquatic,Leptodactylidae,Physalaemus cuvieri,Physalaemus cuvieri,Physalaemus_cuvieri,wild,mass change,yes,1.450881579,,3.708444736,,,,,22.84999967,25,,,,,,,,93.00981278,,,,water gain,water uptake,ug cm s,52.45244098,25.69588345,,38,188.8287875,92.50518043,mg cm h,,,,,,,,,,,,,,,,,,,
114,Bovo,2023,raw data,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,mass change,yes,194.33925,,94.05510281,,,,,22.84999967,25,,,,,,,,98.22218727,,,,water gain,water uptake,ug cm s,72.714516,29.40987198,,52,261.7722576,105.8755391,mg cm h,,,,,,,,,,,,,,,820 m,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Adenomera marmorata,Adenomera marmorata,Adenomera_marmorata,wild,water vapour,yes,1.0845,6.111429868,,,-23.364526,-44.826944,22.9,22.84999967,25,21.66,0.1367703,31,3.258157936,1.01002896,2.248128976,40,,,,,water loss,evaporative water loss,ug cm s,2.29670466,,,1,8.268136776,,mg cm h,2.832790604,,,,,,,,,,2.832790604,,,no,820 m,,,,
115,Bovo,,raw data,Stream-dwelling,Dendrobatidae,Ameerega flavopicta,Ameerega flavopicta,Ameerega_flavopicta,wild,water vapour,yes,2.6558,12.69484543,,,-19.375962,-43.539379,23.5,22.84999967,25,21.66,0.1367703,31.11,3.258157936,1.013612934,2.244545002,40,,,,,water loss,evaporative water loss,ug cm s,7.49398642,,,1,26.97835111,,mg cm h,0.065124567,,,,,,,,,,0.065124567,,,no,1600 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Aplastodiscus leucopygius,Aplastodiscus leucopygius,Aplastodiscus_leucopygius,wild,water vapour,yes,4.515,19.55620314,,,-23.3362,-45.145917,22.8,22.84999967,25,21.66,0.1367703,29.75,3.258157936,0.969301986,2.28885595,40,,,,,water loss,evaporative water loss,ug cm s,1.82212391,,,1,6.559646076,,mg cm h,3.595209028,,,,,,,,,,3.595209028,,,no,35 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Boana pardalis,Boana pardalis,Hypsiboas_pardalis,wild,water vapour,yes,13.9576,46.81854149,,,-23.3362,-45.145917,23.2,22.84999967,25,21.66,0.1367703,29.91333333,3.258157936,0.974623644,2.283534292,60,,,,,water loss,evaporative water loss,ug cm s,1.777489233,0.407674089,,3,6.39896124,1.467626722,mg cm h,4.627220016,2.015245482,,,,,,,,,4.627220016,,,no,742 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Boana raniceps,Boana raniceps,Hypsiboas_raniceps,wild,water vapour,yes,13.42772,45.43771964,,,-21.25048,-49.92132,23.6,22.84999967,25,21.66,0.1367703,31.574,3.258157936,1.028730787,2.229427149,60,,,,,water loss,evaporative water loss,ug cm s,1.611385028,0.280281799,,5,5.800986101,1.009014476,mg cm h,5.135512846,1.642469284,,,,,,,,,5.135512846,,,no,828 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Bokermannohyla alvarengai,Bokermannohyla alvarengai,Bokermannohyla_alvarengai,wild,water vapour,yes,53.47842333,132.3283538,,,-19.375962,-43.539379,22.9,22.84999967,25,21.66,0.1367703,30.01,3.258157936,0.977773197,2.280384739,60,,,,,water loss,evaporative water loss,ug cm s,1.355384615,0.394263351,,15,4.879384615,1.419348063,mg cm h,5.811538462,2.853996748,,,,,,,,,5.811538462,,,no,35 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Bokermannohyla circumdata,Bokermannohyla circumdata,Bokermannohyla_circumdata,wild,water vapour,yes,8.7945,32.75322689,,,-23.3362,-45.145917,22.9,22.84999967,25,21.66,0.1367703,29.82,3.258157936,0.971582696,2.286575239,60,,,,,water loss,evaporative water loss,ug cm s,2.19684232,,,1,7.908632352,,mg cm h,2.837135015,,,,,,,,,,2.837135015,,,no,820 m,,,,
115,Bovo,,raw data,Stream-dwelling,Hylidae,Bokermannohyla saxicola,Bokermannohyla saxicola,Bokermannohyla_saxicola,wild,water vapour,yes,7.968,30.34593127,,,-19.375962,-43.539379,23.3,22.84999967,25,21.66,0.1367703,30.34,3.258157936,0.988525118,2.269632818,60,,,,,water loss,evaporative water loss,ug cm s,2.71534055,,,1,9.77522598,,mg cm h,2.300543783,,,,,,,,,,2.300543783,,,no,758 m,,,,
115,Bovo,,raw data,Ground-dwelling,Brachycephalidae,Brachycephalus pitanga,,,wild,water vapour,yes,0.2089,2.284578684,,,-23.3362,-45.145917,23.56315789,22.84999967,25,21.66,0.1367703,31.48473684,3.258157936,1.025822452,2.232335484,40,,,,,water loss,evaporative water loss,ug cm s,4.070469322,0.629216297,,19,14.65368956,2.26517867,mg cm h,0.929172815,0.717942186,,,,,,,,,0.929172815,,,no,1027 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Dendropsophus microps,Dendropsophus microps,Dendropsophus_microps,wild,water vapour,yes,0.5295,3.726636988,,,-23.3362,-45.145917,24.8375,22.84999967,25,21.66,0.1367703,33.2425,3.258157936,1.083093152,2.175064784,40,,,,,water loss,evaporative water loss,ug cm s,1.832823852,0.925770078,,8,6.598165866,3.332772281,mg cm h,6.909545313,4.359272829,,,,,,,,,6.909545313,,,no,628 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Dendropsophus sanborni,Dendropsophus sanborni,Dendropsophus_sanborni,wild,water vapour,yes,0.270133333,2.214279743,,,-22.313108,-47.698613,23.38333333,22.84999967,25,21.66,0.1367703,28.665,3.258157936,0.933950972,2.324206963,40,,,,,water loss,evaporative water loss,ug cm s,4.215319088,0.639854511,,6,15.17514872,2.303476238,mg cm h,0.793721023,0.516894965,,,,,,,,,0.793721023,,,no,672 m,,,,
115,Bovo,,raw data,Fossorial,Microhylidae,Dermatonotus muelleri,Dermatonotus muelleri,Dermatonotus_muelleri,wild,water vapour,yes,21.36353,51.80504927,,,-21.25048,-49.92132,,22.84999967,25,21.66,0.1367703,31.856,3.258157936,1.037918792,2.220239144,60,,,,,water loss,evaporative water loss,ug cm s,1.484407675,0.178548103,,10,5.34386763,0.642773171,mg cm h,1.635134563,1.154363946,,,,,,,,,1.635134563,,,no,905 m,,,,
115,Bovo,,raw data,Fossorial,Microhylidae,Elachistocleis cesarii,,,wild,water vapour,yes,1.004455556,6.588854491,,,-21.25048,-49.92132,,22.84999967,25,21.66,0.1367703,34.90666667,3.258157936,1.13731433,2.120843606,40,,,,,water loss,evaporative water loss,ug cm s,3.130297096,0.50702288,,9,11.26906954,1.825282367,mg cm h,0.585561958,0.549724513,,,,,,,,,0.585561958,,,no,844 m,,,,
115,Bovo,,raw data,Ground-dwelling,Craugastoridae,Haddadus binotatus,Haddadus binotatus,Haddadus_binotatus,wild,water vapour,yes,3.6296625,21.01859254,,,-23.364526,-44.826944,23.55,22.84999967,25,21.66,0.1367703,29.685,3.258157936,0.967184183,2.290973753,42.5,,,,,water loss,evaporative water loss,ug cm s,2.927274063,0.544031823,,8,10.53818663,1.958514562,mg cm h,2.290913426,1.01375059,,,,,,,,,2.290913426,,,no,973 m,,,,
115,Bovo,,raw data,Ground-dwelling,Brachycephalidae,Ischnocnema guentheri,Ischnocnema guentheri,Ischnocnema_guentheri,wild,water vapour,yes,1.22235,7.521787486,,,-23.3362,-45.145917,23.05,22.84999967,25,21.66,0.1367703,32.345,3.258157936,1.053851184,2.204306751,40,,,,,water loss,evaporative water loss,ug cm s,3.441721828,0.857882928,,4,12.39019858,3.088378542,mg cm h,1.204865718,1.332051718,,,,,,,,,1.204865718,,,no,844 m,,,,
115,Bovo,,raw data,Ground-dwelling,Brachycephalidae,Ischnocnema parva,Ischnocnema parva,Ischnocnema_parva,wild,water vapour,yes,0.4491,3.82836232,,,-23.345881,-44.790513,23.675,22.84999967,25,21.66,0.1367703,30.8375,3.258157936,1.004734453,2.253423482,40,,,,,water loss,evaporative water loss,ug cm s,4.041401775,1.781942104,,4,14.54904639,6.414991575,mg cm h,1.440553751,1.390664834,,,,,,,,,1.440553751,,,no,817 m,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Leptodactylus fuscus,Leptodactylus fuscus,Leptodactylus_fuscus,wild,water vapour,yes,7.154,21.43651013,,,-19.375962,-43.539379,23.3,22.84999967,25,21.66,0.1367703,31.67,3.258157936,1.031858618,2.226299318,50,,,,,water loss,evaporative water loss,ug cm s,6.22310744,1.699714968,,2,22.40318678,6.118973885,mg cm h,0.574460951,0.217270924,,,,,,,,,0.574460951,,,no,1022 m,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Leptodactylus syphax,Leptodactylus syphax,Leptodactylus_syphax,wild,water vapour,yes,38.5393,65.713009,,,-19.375962,-43.539379,23.55,22.84999967,25,21.66,0.1367703,32.625,3.258157936,1.062974027,2.195183909,60,,,,,water loss,evaporative water loss,ug cm s,3.66758574,0.574583855,,2,13.20330866,2.068501877,mg cm h,0.427900883,0.057950475,,,,,,,,,0.427900883,,,no,1600 m,,,,
115,Bovo,,raw data,Fossorial,Odontophrynidae,Odontophrynus americanus,Odontophrynus americanus,Odontophrynus_americanus,wild,water vapour,yes,8.309,27.39954055,,,-19.375962,-43.539379,23.8,22.84999967,25,21.66,0.1367703,34.8,3.258157936,1.133838962,2.124318974,60,,,,,water loss,evaporative water loss,ug cm s,6.13865194,,,1,22.09914698,,mg cm h,0.341259555,,,,,,,,,,0.341259555,,,no,1261 m,,,,
115,Bovo,,raw data,Arboreal,Phyllomedusidae,Phyllomedusa megacephala,Pithecopus megacephalus,Phyllomedusa_megacephala,wild,water vapour,yes,4.58925,15.95507027,,,-19.327606,-43.61872,25.2,22.84999967,25,21.66,0.1367703,30.215,3.258157936,0.98445242,2.273705515,40,,water-proof,water-proof,,water loss,evaporative water loss,ug cm s,0.58648612,,,2,2.111350032,,mg cm h,24.58895763,,,,,,,,,,24.58895763,,,no,1118 m,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Physalaemus atlanticus,Physalaemus atlanticus,Physalaemus_atlanticus,wild,water vapour,yes,0.753464286,4.796563746,,,-23.364526,-44.826944,22.90714286,22.84999967,25,21.66,0.1367703,30.03285714,3.258157936,0.978517918,2.279640017,40,,,,,water loss,evaporative water loss,ug cm s,2.994009079,0.397250446,,14,10.77843269,1.430101606,mg cm h,1.621693119,0.530634421,,,,,,,,,1.621693119,,,no,365 m,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Physalaemus olfersii,Physalaemus olfersii,Physalaemus_olfersii,wild,water vapour,yes,1.9916,9.156666148,,,-23.3362,-45.145917,24.3,22.84999967,25,21.66,0.1367703,33.20166667,3.258157936,1.081762737,2.176395198,40,,,,,water loss,evaporative water loss,ug cm s,3.017376055,0.96954622,,6,10.8625538,3.490366392,mg cm h,2.500469735,1.606471442,,,,,,,,,2.500469735,,,no,35 m,,,,
115,Bovo,,raw data,Arboreal,Phyllomedusidae,Pithecopus azureae,Phyllomedusa azurea,Phyllomedusa_azurea,wild,water vapour,yes,4.07,14.73025729,,,-21.25048,-49.92132,25,22.84999967,25,21.66,0.1367703,33,3.258157936,1.075192119,2.182965817,40,,water-proof,,,water loss,evaporative water loss,ug cm s,0.72547235,,,1,2.61170046,,mg cm h,17.85786834,,,,,,,,,,17.85786834,,,no,1600 m,,,,
115,Bovo,,raw data,Ground-dwelling,Odontophrynidae,Proceratophrys appendiculata,Proceratophrys appendiculata,Proceratophrys_appendiculata,wild,water vapour,yes,15.765,42.20386534,,,-23.3362,-45.145917,23,22.84999967,25,21.66,0.1367703,32.7,3.258157936,1.065417645,2.192740291,60,,,,,water loss,evaporative water loss,ug cm s,2.41939627,,,1,8.709826572,,mg cm h,2.168522882,,,,,,,,,,2.168522882,,,no,1500 m,,,,
115,Bovo,,raw data,Ground-dwelling,Odontophrynidae,Proceratophrys cururu,Proceratophrys cururu,Proceratophrys_cururu,wild,water vapour,yes,7.9887,26.68257755,,,-19.375962,-43.539379,23.3,22.84999967,25,21.66,0.1367703,34.25,3.258157936,1.115919093,2.142238843,60,,,,,water loss,evaporative water loss,ug cm s,6.14504659,,,1,22.12216772,,mg cm h,0.281384274,,,,,,,,,,0.281384274,,,no,940 m,,,,
115,Bovo,,raw data,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,water vapour,yes,167.042406,169.7857929,,,-21.25048,-49.92132,,22.84999967,25,21.66,0.1367703,30,3.258157936,0.977447381,2.280710555,60,,,,,water loss,evaporative water loss,ug cm s,1.76592952,0.237054557,,10,6.357346272,,mg cm h,1.140153667,0.687947371,,,,,,,,,1.140153667,,,no,728 m,,,,
115,Bovo,,raw data,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,water vapour,yes,19.46781667,39.60305795,,,-23.364526,-44.826944,23.375,22.84999967,25,21.66,0.1367703,31.16083333,3.258157936,1.015269164,2.242888772,60,,,,,water loss,evaporative water loss,ug cm s,2.604125463,0.587291282,,12,9.374851666,2.114248614,mg cm h,1.022408837,1.035873939,,,,,,,,,1.022408837,,,no,371 m,,,,
115,Bovo,,raw data,Stream-dwelling,Bufonidae,Rhinella rubescens,Rhinella rubescens,Rhinella_rubescens,wild,water vapour,yes,50.0774,75.09317886,,,-19.375962,-43.539379,24.3,22.84999967,25,21.66,0.1367703,30.29,3.258157936,0.986896039,2.271261897,60,,,,,water loss,evaporative water loss,ug cm s,2.88379643,,,1,10.38166715,,mg cm h,0.64483831,,,,,,,,,,0.64483831,,,no,371 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Scinax fuscovarius,Scinax fuscovarius,Scinax_fuscovarius,wild,water vapour,yes,5.145933333,21.63835746,,,-22.396908,-47.546304,22.86666667,22.84999967,25,21.66,0.1367703,30.93333333,3.258157936,1.007856855,2.250301081,60,,,,,water loss,evaporative water loss,ug cm s,1.535640743,0.179247167,,3,5.528306676,0.6452898,mg cm h,5.25000036,1.127438633,,,,,,,,,5.25000036,,,no,1200 m,,,,
115,Bovo,,raw data,Arboreal,Hylidae,Trachycephalus mesophaeus,Trachycephalus mesophaeus,Trachycephalus_mesophaeus,wild,water vapour,yes,26.76455,77.46836404,,,-21.25048,-49.92132,23,22.84999967,25,21.66,0.1367703,32.77,3.258157936,1.067698356,2.19045958,60,,,,,water loss,evaporative water loss,ug cm s,1.66700684,0.155160879,,2,6.001224624,0.558579166,mg cm h,4.367651563,0.169251611,,,,,,,,,4.367651563,,,no,,,,,
115,Bovo,,raw data,Ground-dwelling,Leptodactylidae,Adenomera marmorata,Adenomera marmorata,Adenomera_marmorata,wild,water vapour,yes,1.0845,,3.055714934,,,,22.9,22.84999967,25,21.66,0.1367703,31,3.258157936,1.01002896,2.248128976,40,,,,,water gain,water uptake,ug cm s,,,,1,,,mg cm h,,,,,,,,,,,,,,,,,,,
115,Bovo,,raw data,Stream-dwelling,Dendrobatidae,Ameerega flavopicta,Ameerega flavopicta,Ameerega_flavopicta,wild,water vapour,yes,2.6558,,6.347422714,,,,23.5,22.84999967,25,21.66,0.1367703,31.11,3.258157936,1.013612934,2.244545002,40,93.87755,,,,water gain,water uptake,ug cm s,35.43724801,,,1,127.5740928,,mg cm h,,,,,,,,,,,,,,,,,,,
